id,project,service,group,board,area,roadid,carriageway,location,erp,side,position,class,fault,repair,priority,comment,size,length,width,total,latitude,longitude,faulttime,inspector,inspection,seq,photoid
TEST_ASM_1278,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2355,01N-0461/01.31-D,11028,R,2,PVM,Ravelling,Mill and Fill,3,,650x3,650,3,1950,-37.19668,174.986202,2020-03-01 09:59:00,SF,2020_02,596,SH1C3_200301_17480
TEST_ASM_1279,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2359,01N-0461/01.31-D,8983,R,2,BAR,Armco Barrier Damaged,Repair,3,,10,10,,10,-37.179462,174.980678,2020-03-01 10:01:00,SF,2020_02,594,SH1C3_200301_17624
TEST_ASM_1281,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2359,01N-0461/01.31-D,7022,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,100x2,100,2,200,-37.162845,174.98173,2020-03-01 10:02:00,SF,2020_02,593,SH1C3_200301_17762
TEST_ASM_1282,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2359,01N-0461/01.31-D,6608,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,60x3,60,3,180,-37.159583,174.979495,2020-03-01 10:02:00,SF,2020_02,592,SH1C3_200301_17792
TEST_ASM_1283,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2359,01N-0461/01.31-D,6360,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,30x2,30,2,60,-37.157587,174.978225,2020-03-01 10:02:00,SF,2020_02,591,SH1C3_200301_17810
TEST_ASM_1284,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2359,01N-0461/01.31-D,5682,R,2,PVM,Ravelling,Mill and Fill,3,,220x3,220,3,660,-37.152117,174.974867,2020-03-01 10:03:00,SF,2020_02,590,SH1C3_200301_17857
TEST_ASM_1285,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2359,01N-0461/01.31-D,5143,R,2,PVM,Ravelling,Mill and Fill,2,,60x3,60,3,180,-37.147757,174.972198,2020-03-01 10:03:00,SF,2020_02,588,SH1C3_200301_17897
TEST_ASM_1286,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2360,01N-0461/01.31-D,4747,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,20x3,20,3,60,-37.144558,174.970252,2020-03-01 10:03:00,SF,2020_02,587,SH1C3_200301_17927
TEST_ASM_1287,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1742,2360,01N-0461/01.31-D,4403,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,20x3,20,3,60,-37.141778,174.968538,2020-03-01 10:03:00,SF,2020_02,585,SH1C3_200301_17953
TEST_ASM_1288,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,2404,01N-0448/05.06-D,14023,R,2,PVM,Ravelling,Mill and Fill,3,,60x3,60,3,180,-37.105925,174.945852,2020-03-01 10:06:00,SF,2020_02,552,SH1C3_200301_18291
TEST_ASM_1289,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,10260,01N-0448/05.06-D,13828,R,2,PVM,Ravelling,Mill and Fill,2,,390x3,390,3,1170,-37.1042,174.945515,2020-03-01 10:06:00,SF,2020_02,551,SH1C3_200301_18307
TEST_ASM_1290,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,2405,01N-0448/05.06-D,12440,R,2,PVM,Ravelling,Mill and Fill,3,,80x3,80,3,240,-37.092147,174.942097,2020-03-01 10:07:00,SF,2020_02,550,SH1C3_200301_18425
TEST_ASM_1291,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,2405,01N-0448/05.06-D,11868,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,10x2,10,2,20,-37.087875,174.938495,2020-03-01 10:08:00,SF,2020_02,549,SH1C3_200301_18473
TEST_ASM_1292,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,2405,01N-0448/05.06-D,11646,R,2,PVM,Ravelling,Mill and Fill,3,,280x3,280,3,840,-37.086217,174.937105,2020-03-01 10:08:00,SF,2020_02,548,SH1C3_200301_18493
TEST_ASM_1293,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,2405,01N-0448/05.06-D,10518,R,2,PVM,Ravelling,Mill and Fill,3,,900x3,900,3,2700,-37.077568,174.930505,2020-03-01 10:09:00,SF,2020_02,547,SH1C3_200301_18586
TEST_ASM_1294,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,2407,01N-0448/05.06-D,8812,R,2,PVM,Ravelling,Mill and Fill,2,,300x3,300,3,900,-37.062938,174.924722,2020-03-01 10:10:00,SF,2020_02,544,SH1C3_200301_18744
TEST_ASM_1295,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,2407,01N-0448/05.06-D,8160,R,2,PVM,Ravelling,Mill and Fill,2,,540x3,540,3,1620,-37.057613,174.921675,2020-03-01 10:10:00,SF,2020_02,540,SH1C3_200301_18796
TEST_ASM_1296,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,2407,01N-0448/05.06-D,7106,R,2,PVM,Ravelling,Mill and Fill,2,,840x3,840,3,2520,-37.049273,174.91603,2020-03-01 10:11:00,SF,2020_02,537,SH1C3_200301_18882
TEST_ASM_1297,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1735,11166,01N-0448/05.06-D,5782,R,2,PVM,Ravelling,Mill and Fill,2,,380x3,380,3,1140,-37.038508,174.91006,2020-03-01 10:12:00,SF,2020_02,535,SH1C3_200301_19000
TEST_ASM_1300,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,195,10089,01N-0448-D,1763,R,2,PVM,Variable Surface,Level Mix,3,,300x3,300,3,900,-37.005898,174.897097,2020-03-01 10:15:00,SF,2020_02,562,SH1C3_200301_19303
TEST_ASM_1301,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1777,2468,01N-0431/11.17-D,16104,R,2,PVM,Ravelling,Mill and Fill,3,,300x3,300,3,900,-36.986005,174.884668,2020-03-01 10:16:00,SF,2020_02,448,SH1C3_200301_19491
TEST_ASM_1302,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1777,2469,01N-0431/11.17-D,15442,R,2,PVM,Ravelling,Mill and Fill,2,,230x3,230,3,690,-36.980477,174.88187,2020-03-01 10:17:00,SF,2020_02,447,SH1C3_200301_19541
TEST_ASM_1303,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1777,2469,01N-0431/11.17-D,13430,R,2,PVM,Ravelling,Mill and Fill,3,,280x3,280,3,840,-36.965743,174.87004,2020-03-01 10:18:00,SF,2020_02,442,SH1C3_200301_19691
TEST_ASM_1304,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1777,2212,01N-0431/11.17-D,11559,R,2,PVM,Ravelling,Mill and Fill,3,,300x3,300,3,900,-36.951935,174.8587,2020-03-01 10:19:00,SF,2020_02,438,SH1C3_200301_19839
TEST_ASM_1305,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,2471,01N-0431-D,11190,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,5x2,5,2,10,-36.948875,174.857095,2020-03-01 10:19:00,SF,2020_02,482,SH1C3_200301_19867
TEST_ASM_1306,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,2432,01N-0431-D,11027,R,2,PVM,Ravelling,Mill and Fill,3,,700x3,700,3,2100,-36.947597,174.856413,2020-03-01 10:19:00,SF,2020_02,480,SH1C3_200301_19879
TEST_ASM_1307,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,2433,01N-0431-D,9935,R,2,PVM,Ravelling,Mill and Fill,3,,1000x3,1000,3,3000,-36.938167,174.853208,2020-03-01 10:20:00,SF,2020_02,478,SH1C3_200301_19965
TEST_ASM_1308,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,2434,01N-0431-D,8075,R,2,PVM,Ravelling,Mill and Fill,2,,600x3,600,3,1800,-36.922323,174.846615,2020-03-01 10:21:00,SF,2020_02,472,SH1C3_200301_20108
TEST_ASM_1309,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,10242,01N-0431-D,7625,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,10x2,10,2,20,-36.920038,174.842472,2020-03-01 10:22:00,SF,2020_02,470,SH1C3_200301_20144
TEST_ASM_1310,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,10241,01N-0431-D,7408,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,5x2,5,2,10,-36.919118,174.84032,2020-03-01 10:22:00,SF,2020_02,469,SH1C3_200301_20162
TEST_ASM_1311,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,2437,01N-0431-D,6414,R,2,PVM,Ravelling,Mill and Fill,3,,20x3,20,3,60,-36.915908,174.829933,2020-03-01 10:22:00,SF,2020_02,467,SH1C3_200301_20240
TEST_ASM_1312,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,2437,01N-0431-D,5825,R,2,PVM,Ravelling,Mill and Fill,2,,300x3,300,3,900,-36.913733,174.823983,2020-03-01 10:23:00,SF,2020_02,465,SH1C3_200301_20286
TEST_ASM_1313,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1781,2438,01N-0431-D,5241,R,2,PVM,Ravelling,Mill and Fill,3,,100x3,100,3,300,-36.909267,174.820528,2020-03-01 10:23:00,SF,2020_02,462,SH1C3_200301_20334
TEST_ASM_140,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,245,11269,016-0007-I,2195,L,3,PVM,Rutting,Structural Asphalt SAC,3,,10x1,10,1,10,-36.867977,174.669712,2020-02-20 13:41:00,SF,2020_02,160,SH1C3_200220_18099
TEST_ASM_141,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2638,3188,016-0007/03.53-I,4050,L,3,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,100,100,,100,-36.858185,174.65362,2020-02-20 13:42:00,SF,2020_02,155,SH1C3_200220_18242
TEST_ASM_1476,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1932,9544,016-0000/00.76-I,1079,L,2,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,2,,20x2,20,2,40,-36.851683,174.774688,2020-02-25 10:42:00,SF,2020_02,113,SH1C3_200225_03058
TEST_ASM_1504,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1747,11275,016-0007/03.53-D,5492,R,2,PVM,Ravelling,Mill and Fill,3,,1x1,1,1,1,-36.851883,174.639222,2020-02-20 12:55:00,SF,2020_02,150,SH1C3_200220_14552
TEST_ASM_151,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,242,3211,016-0008-R4,43,L,1,PVM,Ravelling,Mill and Fill,3,,150x3,150,3,450,-36.87152,174.704665,2020-02-20 13:54:00,SF,2020_02,162,SH1C3_200220_19237
TEST_ASM_1513,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,242,3211,016-0008-R4,43,L,1,PVM,Ravelling,Mill and Fill,3,,150x3,150,3,450,-36.87152,174.704665,2020-02-20 13:54:00,SF,2020_02,163,SH1C3_200220_19237
TEST_ASM_155,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1934,9578,016-0000/00.76-D,5569,R,4,BAR,Armco Barrier Damaged,Repair,3,,6,6,,6,-36.868002,174.734133,2020-02-20 13:57:00,SF,2020_02,102,SH1C3_200220_19547
TEST_ASM_16,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3431,10186,016-0022-W,6952,L,1,PVM,Ravelling,Mill and Fill,2,,6x2,6,2,12,-36.844312,174.626223,2020-02-20 10:15:00,SF,2020_02,176,SH1C3_200220_00042
TEST_ASM_169,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,250,3205,016-0011-R2,2,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,30x3,30,3,90,-36.8702,174.67265,2020-02-20 14:15:00,SF,2020_02,166,SH1C3_200220_21070
TEST_ASM_172,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,247,3204,016-0011-R1,109,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,3x2,3,2,6,-36.87197,174.678298,2020-02-20 14:21:00,SF,2020_02,164,SH1C3_200220_21587
TEST_ASM_1737,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3265,10222,01N-0422-R5,314,L,2,PVM,Deformation/Shoving (A/C Rd),Structural Asphalt SAC,2,,6x2,6,2,12,-36.81189,174.753643,2020-02-25 10:56:00,SF,2020_02,381,SH1C3_200225_04201
TEST_ASM_174,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,248,9604,016-0012-R1,143,L,,SGN,Post Leaning,Post Reinstate,99,warning lane two to one,,,,,-36.865473,174.66587,2020-02-20 14:23:00,SF,2020_02,809,SH1C3_200220_21686
TEST_ASM_1935,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,195,10089,01N-0448-D,2326,R,1,PVM,Ravelling,Mill and Fill,2,,500x3,500,3,1500,-37.009105,174.90197,2020-03-01 09:09:00,SF,2020_02,565,SH1C3_200301_12042
TEST_ASM_195,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2705,2694,01N-0398/11.65-D,15381,R,2,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,60,60,,60,-36.747397,174.723088,2020-02-21 09:52:00,SF,2020_02,248,SH1C3_200221_00152
TEST_ASM_197,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2614,2671,01N-0398-D,6375,R,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,300x2,300,2,600,-36.676158,174.685192,2020-02-21 09:58:00,SF,2020_02,261,SH1C3_200221_00843
TEST_ASM_200,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2614,2672,01N-0398-D,3398,R,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,150x3,150,3,450,-36.655443,174.66477,2020-02-21 10:00:00,SF,2020_02,257,SH1C3_200221_01060
TEST_ASM_201,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2614,2672,01N-0398-D,3073,R,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,60x3,60,3,180,-36.652687,174.66355,2020-02-21 10:00:00,SF,2020_02,256,SH1C3_200221_01084
TEST_ASM_202,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2614,2673,01N-0398-D,2802,R,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,350x3,350,3,1050,-36.650312,174.662888,2020-02-21 10:00:00,SF,2020_02,255,SH1C3_200221_01104
TEST_ASM_203,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2614,2673,01N-0398-D,1863,R,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,80x3,80,3,240,-36.641885,174.662597,2020-02-21 10:00:00,SF,2020_02,252,SH1C3_200221_01172
TEST_ASM_204,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2614,2673,01N-0398-D,1385,R,1,PVM,Ravelling,Mill and Fill,2,,60x2,60,2,120,-36.637588,174.662655,2020-02-21 10:01:00,SF,2020_02,251,SH1C3_200221_01206
TEST_ASM_205,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2614,2673,01N-0398-D,1249,R,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,200x3,200,3,600,-36.636352,174.662673,2020-02-21 10:01:00,SF,2020_02,250,SH1C3_200221_01216
TEST_ASM_207,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3136,3850,01N-0373/9.56-D,17015,R,2,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,20x3,20,3,60,-36.590767,174.663352,2020-02-21 10:04:00,SF,2020_02,223,SH1C3_200221_01580
TEST_ASM_215,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3163,8811,01N-0381-R1,327,L,2,PVM,Variable Surface,Level Mix,2,,60x3,60,3,180,-36.533435,174.680895,2020-02-21 10:15:00,SF,2020_02,237,SH1C3_200221_02542
TEST_ASM_217,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3135,10072,01N-0373/9.56-I,9927,L,1,PVM,Ravelling,Mill and Fill,2,,130x3,130,3,390,-36.531653,174.678142,2020-02-21 10:18:00,SF,2020_02,231,SH1C3_200221_02709
TEST_ASM_218,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3135,10200,01N-0373/9.56-I,11890,L,2,PVM,Rutting,Structural Asphalt SAC,3,,30x2,30,2,60,-36.54872,174.680342,2020-02-21 10:20:00,SF,2020_02,232,SH1C3_200221_02845
TEST_ASM_2196,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3434,10381,016-0019-I,170,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,10x3,10,3,30,-36.79558,174.595498,2020-05-20 09:53:00,SF,2020_05,170,SH1C3_200520_00618
TEST_ASM_2199,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1747,10091,016-0007/03.53-D,9944,R,1,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,3,,10,10,,10,-36.819457,174.614953,2020-05-20 09:57:00,SF,2020_05,151,SH1C3_200520_00919
TEST_ASM_2202,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,235,9633,016-0004-R3,480,L,1,PVM,Asphalt Delamination,Mill and Fill,2,,2x1,2,1,2,-36.86155,174.753807,2020-05-20 10:07:00,SF,2020_05,138,SH1C3_200520_02139
TEST_ASM_2206,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1747,11156,016-0007/03.53-D,12848,R,1,BAR,Armco Barrier Damaged,Repair,2,,4,4,,4,-36.797568,174.59781,2020-05-20 10:21:00,SF,2020_05,154,SH1C3_200520_03749
TEST_ASM_2207,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1747,3195,016-0007/03.53-D,4813,R,1,PVM,Asphalt Delamination,Mill and Fill,2,,1x1,1,1,1,-36.855,174.645778,2020-05-20 10:26:00,SF,2020_05,146,SH1C3_200520_04379
TEST_ASM_2209,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3197,9443,018-0007-D,4216,R,1,PVM,Asphalt Delamination,Mill and Fill,3,,6x3,6,3,18,-36.803763,174.630407,2020-05-20 10:54:00,SF,2020_05,219,SH1C3_200520_06775
TEST_ASM_2210,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1985,3041,018-0000-D,1106,R,1,PVM,Ravelling,Mill and Fill,3,,60x2,60,2,120,-36.752647,174.715605,2020-05-20 11:02:00,SF,2020_05,187,SH1C3_200520_07536
TEST_ASM_2211,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1985,3042,018-0000-D,882,R,1,PVM,Asphalt Delamination,Mill and Fill,2,,2x1,2,1,2,-36.752592,174.718107,2020-05-20 11:02:00,SF,2020_05,184,SH1C3_200520_07570
TEST_ASM_2212,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1985,3042,018-0000-D,670,R,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,2x1,2,1,2,-36.752253,174.72045,2020-05-20 11:02:00,SF,2020_05,182,SH1C3_200520_07596
TEST_ASM_2215,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3255,9319,016-0019-R5,305,L,1,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.8169,174.614268,2020-05-20 11:16:00,SF,2020_05,173,SH1C3_200520_09004
TEST_ASM_2217,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3251,9318,016-0019-R1,92,L,1,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.817957,174.61326,2020-05-20 11:19:00,SF,2020_05,171,SH1C3_200520_09097
TEST_ASM_2218,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3197,9441,018-0007-D,2473,R,2,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.79536,174.646947,2020-05-20 11:22:00,SF,2020_05,217,SH1C3_200520_09409
TEST_ASM_2219,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1985,3040,018-0000-D,1843,R,,SGN,Sign Disoriented,Sign Straighten,99,Speed Limit Standard 80 km/h,,,,,-36.754302,174.707667,2020-05-20 11:27:00,SF,2020_05,814,SH1C3_200520_09997
TEST_ASM_2224,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3258,9322,018-0012-R3,15,R,2,PVM,Ravelling,Mill and Fill,3,,3x2,3,2,6,-36.80837,174.618528,2020-05-20 11:49:00,SF,2020_05,222,SH1C3_200520_11329
TEST_ASM_2227,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3262,9326,018-0010-R4,101,L,2,PVM,Ravelling,Mill and Fill,3,,10x2,10,2,20,-36.799482,174.638108,2020-05-20 11:50:00,SF,2020_05,221,SH1C3_200520_11531
TEST_ASM_2230,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1985,9335,018-0000-D,233,L,,SGN,Sign Disoriented,Sign Straighten,99,Lane management Diverge,,,,,-36.791013,174.655488,2020-05-20 11:55:00,SF,2020_05,810,SH1C3_200520_12111
TEST_ASM_2233,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3105,3056,018-0002-R3,242,L,2,PVM,Pot Holes,Pothole Repair,1,,1,1,,1,-36.75727,174.7032,2020-05-20 12:00:00,SF,2020_05,210,C3_IMG200520_120033_013993
TEST_ASM_2239,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1747,9307,016-0007/03.53-D,10264,R,3,BAR,Armco Barrier Damaged,Repair,2,,4,4,,4,-36.816757,174.613758,2020-05-20 12:26:00,SF,2020_05,152,SH1C3_200520_14213
TEST_ASM_2240,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1747,3195,016-0007/03.53-D,4961,R,3,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.85435,174.644317,2020-05-20 12:30:00,SF,2020_05,148,SH1C3_200520_14633
TEST_ASM_2241,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,246,3195,016-0007-D,4840,R,3,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,2,2,,2,-36.854863,174.645525,2020-05-20 12:30:00,SF,2020_05,157,SH1C3_200520_14637
TEST_ASM_2242,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,236,11271,016-0004-R2,2117,R,4,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.86811,174.670497,2020-05-20 12:32:00,SF,2020_05,137,SH1C3_200520_14862
TEST_ASM_2244,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3252,9316,016-0019-R2,210,L,3,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,2,2,,2,-36.818973,174.614047,2020-05-20 12:49:00,SF,2020_05,172,
TEST_ASM_2246,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3256,9320,016-0019-R6,5,L,3,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.818468,174.614968,2020-05-20 12:51:00,SF,2020_05,174,SH1C3_200520_16967
TEST_ASM_2247,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,3256,9320,016-0019-R6,118,L,3,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,2,,10,10,,10,-36.819473,174.61523,2020-05-20 12:52:00,SF,2020_05,175,SH1C3_200520_16979
TEST_ASM_225,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2613,2664,01N-0398-I,837,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,60x3,60,3,180,-36.632635,174.662838,2020-02-21 10:26:00,SF,2020_02,264,SH1C3_200221_03576
TEST_ASM_2253,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,257,3171,016-0016-R5,6,L,3,BAR,Armco Barrier Damaged,Repair,1,,5,5,,5,-36.8475,174.631705,2020-05-20 13:03:00,SF,2020_05,169,SH1C3_200520_17712
TEST_ASM_2256,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,252,9637,016-0014-R5,228,L,3,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.857708,174.653417,2020-05-20 13:05:00,SF,2020_05,168,SH1C3_200520_17945
TEST_ASM_2257,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,246,11272,016-0007-D,3461,R,3,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.860168,174.659565,2020-05-20 13:05:00,SF,2020_05,156,SH1C3_200520_18007
TEST_ASM_226,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2613,2664,01N-0398-I,1019,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,200x3,200,3,600,-36.634268,174.662817,2020-02-21 10:26:00,SF,2020_02,265,SH1C3_200221_03588
TEST_ASM_2266,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,245,3158,016-0007-I,495,L,4,PVM,L & T Cracking (Fatigue & Joint),Jointseal,3,,10,10,,10,-36.87196,174.687518,2020-05-20 13:20:00,SF,2020_05,158,SH1C3_200520_19199
TEST_ASM_2268,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,251,11333,016-0014-R1,159,L,4,MSC,Abandoned TTM,Pickup Abandoned TTM,2,,1,1,,1,-36.858437,174.653723,2020-05-20 13:23:00,SF,2020_05,167,SH1C3_200520_19486
TEST_ASM_2269,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,244,11330,016-0008-R3,588,L,4,VEG,Vegetation Encroachment (Vertical),Vegetation Vertical Trim,2,,40,40,,40,-36.870683,174.703812,2020-05-20 13:29:00,SF,2020_05,161,SH1C3_200520_19994
TEST_ASM_227,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2613,2664,01N-0398-I,2386,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,30x2,30,2,60,-36.646563,174.66266,2020-02-21 10:27:00,SF,2020_02,266,SH1C3_200221_03679
TEST_ASM_2271,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,247,10876,016-0011-R1,574,L,4,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,4x2,4,2,8,-36.870208,174.67359,2020-05-20 13:33:00,SF,2020_05,165,SH1C3_200520_20307
TEST_ASM_2277,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1985,3040,018-0000-D,1328,R,1,PVM,Rutting,Structural Asphalt SAC,3,,20x1,20,1,20,-36.752807,174.713122,2020-05-21 09:37:00,SF,2020_05,188,SH1C3_200521_00086
TEST_ASM_2278,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1985,3043,018-0000-D,260,R,3,PVM,Rutting,Structural Asphalt SAC,3,,10x1,10,1,10,-36.751018,174.724788,2020-05-21 09:38:00,SF,2020_05,180,SH1C3_200521_00269
TEST_ASM_2279,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,1985,3043,018-0000-D,208,R,3,PVM,Alligator Cracking (A/C Rd),Mill and Fill,2,,6x3,6,3,18,-36.750832,174.725335,2020-05-21 09:38:00,SF,2020_05,177,SH1C3_200521_00285
TEST_ASM_228,TEST_ASM,SL1,STATE HIGHWAY,SH 1,10,2613,2664,01N-0398-I,2666,L,1,PVM,Alligator Cracking (A/C Rd),Mill and Fill,3,,250x2,250,2,500,-36.649083,174.662807,2020-02-21 10:27:00,SF,2020_02,267,SH1C3_200221_03697
